"","UID","Machine.Type","Air.temperature..K.","Process.temperature..K.","Rotational.speed..rpm.","Torque..Nm.","Tool.wear..min.","Target","Failure.Type","Timestamp","hours","time","fail","tempdiff"
"1806","H31219","X1",298.1,307.7,1376,56.2,113,"0","No Failure",2002-02-14 05:00:00,1805,5,"0",10.5
"1807","H31220","X1",298,307.6,1593,32.2,118,"0","No Failure",2002-02-14 06:00:00,1806,6,"0",10.6
"1808","L48987","x_1",298,307.6,1654,28.9,123,"0","No Failure",2002-02-14 07:00:00,1807,7,"0",10.6
"1809","L48988","x_1",298.1,307.7,2567,12.8,125,"1","Power Failure",2002-02-14 08:00:00,1808,8,"1",10.5
"1810","L48989","x_1",298.1,307.7,1767,27,127,"0","No Failure",2002-02-14 09:00:00,1809,9,"0",10.5
"1811","L48990","x_1",298.1,307.6,1364,53.8,129,"0","No Failure",2002-02-14 10:00:00,1810,10,"0",10.5
"1812","M16671","x1",298.1,307.8,1569,31.2,131,"0","No Failure",2002-02-14 11:00:00,1811,11,"0",10.5
"1813","L48992","x_1",298.2,307.8,1476,36.8,134,"0","No Failure",2002-02-14 12:00:00,1812,12,"0",10.4
"1814","L48993","x_1",298.1,307.7,1479,45,136,"0","No Failure",2002-02-14 13:00:00,1813,13,"0",10.5
"1815","L48994","x_1",298.1,307.7,1650,34.1,138,"0","No Failure",2002-02-14 14:00:00,1814,14,"0",10.5
"1816","M16675","x1",298.1,307.6,1565,36.3,140,"0","No Failure",2002-02-14 15:00:00,1815,15,"0",10.5
"1817","L48996","x_1",298.1,307.6,1460,46.5,143,"0","No Failure",2002-02-14 16:00:00,1816,16,"0",10.5
"1818","L48997","x_1",298.1,307.7,1664,27.6,145,"0","No Failure",2002-02-14 17:00:00,1817,17,"0",10.5
"1819","M16678","x1",298.1,307.7,1435,40.9,147,"0","No Failure",2002-02-14 18:00:00,1818,18,"0",10.5
"1820","M16679","x1",298.1,307.6,2066,19.2,150,"0","No Failure",2002-02-14 19:00:00,1819,19,"0",10.5
"1821","L49000","x_1",298.1,307.5,1493,43.7,153,"0","No Failure",2002-02-14 20:00:00,1820,20,"0",10.5
"1822","L49001","x_1",298.1,307.6,1354,43.3,155,"0","No Failure",2002-02-14 21:00:00,1821,21,"0",10.5
"1823","L49002","x_1",298.1,307.6,1488,119.2,157,"0","No Failure",2002-02-14 22:00:00,1822,22,"0",10.5
"1824","L49003","x_1",298.1,307.7,1414,48.7,159,"0","No Failure",2002-02-14 23:00:00,1823,23,"0",10.5
"1825","L49004","X2",298.1,307.5,1391,57.4,161,"0","No Failure",2012-02-15,1824,0,"0",10.5
"1826","M16685","x1",298,307.5,1784,27.8,163,"0","No Failure",2002-02-15 01:00:00,1825,1,"0",10.6
"1827","H31240","X1",297.8,307.3,1516,40.1,166,"0","No Failure",2002-02-15 02:00:00,1826,2,"0",10.8
"1828","M16687","x1",297.9,307.3,1420,47.8,171,"0","No Failure",2002-02-15 03:00:00,1827,3,"0",10.7
"1829","L49008","x_1",297.8,307.2,1351,56.3,174,"0","No Failure",2002-02-15 04:00:00,1828,4,"0",10.8
"1830","L49009","x_1",297.8,307.2,1880,23,176,"0","No Failure",2002-02-15 05:00:00,1829,5,"0",10.8
"1831","L49010","x_1",297.8,307.3,1859,24,178,"0","No Failure",2002-02-15 06:00:00,1830,6,"0",10.8
"1832","M16691","x1",297.8,307.3,1315,54,180,"0","No Failure",2002-02-15 07:00:00,1831,7,"0",10.8
"1833","M16692","x1",297.8,307.4,1330,51.7,183,"0","No Failure",2002-02-15 08:00:00,1832,8,"0",10.8
"1834","L49013","x_1",297.8,307.3,1327,61,186,"1","Overstrain Failure",2002-02-15 09:00:00,1833,9,"1",10.8
"1835","L49014","x_1",297.8,307.2,1498,38.1,188,"0","No Failure",2002-02-15 10:00:00,1834,10,"0",10.8
"1836","H31249","X1",281.8,307.3,1555,35.8,190,"0","No Failure",2002-02-15 11:00:00,1835,11,"0",26.8
"1837","L49016","x_1",297.7,307.2,1518,35.8,195,"0","Error",2002-02-15 12:00:00,1836,12,"1",10.9
"1838","L49017","x_1",297.7,307.2,1392,43,197,"0","No Failure",2002-02-15 13:00:00,1837,13,"0",10.9
"1839","M16698","x1",297.8,307.2,1456,39.6,199,"0","No Failure",2002-02-15 14:00:00,1838,14,"0",10.8
"1840","L49019","x_1",297.7,307.1,1715,30.2,0,"0","No Failure",2002-02-15 15:00:00,1839,15,"0",10.9
"1841","M16700","x1",297.7,307.2,1405,43.7,2,"0","No Failure",2002-02-15 16:00:00,1840,16,"0",10.9
"1842","L49021","x_1",297.7,307.2,1668,37.8,5,"0","No Failure",2002-02-15 17:00:00,1841,17,"0",10.9
"1843","H31256","X1",281.7,307.1,1855,22.5,7,"0","No Failure",2002-02-15 18:00:00,1842,18,"0",26.9
"1844","L49023","x_1",297.6,307.1,1496,39.2,12,"0","No Failure",2002-02-15 19:00:00,1843,19,"0",11
"1845","M16704","x1",297.6,307.1,1471,44.9,14,"0","No Failure",2002-02-15 20:00:00,1844,20,"0",11
"1846","L49025","x_1",297.7,307.2,1444,40,17,"0","No Failure",2002-02-15 21:00:00,1845,21,"0",10.9
"1847","H31260","X1",297.7,307.3,1514,38.6,19,"0","No Failure",2002-02-15 22:00:00,1846,22,"0",10.9
"1848","L49027","x_1",297.8,307.3,1412,50.7,24,"0","No Failure",2002-02-15 23:00:00,1847,23,"0",10.8
"1849","H31262","X1",297.7,307.2,1429,44.1,26,"0","No Failure",2002-02-16,1848,0,"0",10.9
"1850","L49029","x_1",297.7,307.2,1668,32.7,31,"0","No Failure",2002-02-16 01:00:00,1849,1,"0",10.9
"1851","M16710","x1",297.7,307.2,1372,52.8,33,"0","No Failure",2002-02-16 02:00:00,1850,2,"0",10.9
"1852","M16711","x1",297.7,307.3,1365,49.2,36,"0","No Failure",2002-02-16 03:00:00,1851,3,"0",10.9
"1853","M16712","x1",297.6,307.1,1526,39.1,39,"0","No Failure",2002-02-16 04:00:00,1852,4,"0",11
"1854","L49033","x_1",297.6,307.2,1486,40.6,42,"0","No Failure",2002-02-16 05:00:00,1853,5,"0",11
"1855","M16714","x1",297.6,307.2,1470,42.6,44,"0","No Failure",2002-02-16 06:00:00,1854,6,"0",11
"1856","H31269","X1",297.7,307.3,1249,62.8,47,"0","No Failure",2002-02-16 07:00:00,1855,7,"0",10.9
"1857","M16716","x1",297.8,307.4,1752,26.1,52,"0","No Failure",2002-02-16 08:00:00,1856,8,"0",10.8
"1858","L49037","x_1",297.7,307.4,1643,36.5,55,"0","No Failure",2002-02-16 09:00:00,1857,9,"0",10.9
"1859","M16718","x1",297.8,307.4,1488,36.1,57,"0","No Failure",2002-02-16 10:00:00,1858,10,"0",10.8
"1860","L49039","x_1",297.8,307.4,1355,45.8,60,"0","No Failure",2002-02-16 11:00:00,1859,11,"0",10.8
"1861","L49040","x_1",297.8,307.6,1607,30.3,62,"0","No Failure",2002-02-16 12:00:00,1860,12,"0",10.8
"1862","M16721","x1",297.9,307.6,1609,30.3,64,"0","No Failure",2002-02-16 13:00:00,1861,13,"0",10.7
"1863","L49042","x_1",297.9,307.7,1517,44.4,67,"0","No Failure",2002-02-16 14:00:00,1862,14,"0",10.7
"1864","M16723","x1",297.9,307.7,1517,39.5,69,"0","No Failure",2002-02-16 15:00:00,1863,15,"0",10.7
"1865","L49044","x_1",297.9,307.7,1546,37.6,72,"0","No Failure",2002-02-16 16:00:00,1864,16,"0",10.7
"1866","L49045","x_1",297.9,307.7,1567,34.7,74,"0","No Failure",2002-02-16 17:00:00,1865,17,"0",10.7
"1867","M16726","x1",298.1,307.9,1662,28.9,76,"0","No Failure",2002-02-16 18:00:00,1866,18,"0",10.5
"1868","L49047","x_1",298.1,307.9,1502,41.8,79,"0","No Failure",2002-02-16 19:00:00,1867,19,"0",10.5
"1869","L49048","x_1",298.3,308,1361,56.9,81,"0","No Failure",2002-02-16 20:00:00,1868,20,"0",10.3
"1870","M16729","x1",298.3,308.1,1630,32.7,83,"0","No Failure",2002-02-16 21:00:00,1869,21,"0",10.3
"1871","L49050","x_1",298.3,308,1486,42.3,86,"0","No Failure",2002-02-16 22:00:00,1870,22,"0",10.3
"1872","L49051","x_1",298.3,308.1,1840,21.5,88,"0","No Failure",2002-02-16 23:00:00,1871,23,"0",10.3
"1873","L49052","x_1",298.3,308.1,1326,58.4,90,"0","No Failure",2002-02-17,1872,0,"0",10.3
"1874","L49053","x_1",298.4,308.1,1367,57.8,92,"0","No Failure",2002-02-17 01:00:00,1873,1,"0",10.2
"1875","L49054","x_1",298.4,308.1,NA,32.7,94,"0","No Failure",2002-02-17 02:00:00,1874,2,"0",10.2
"1876","L49055","x_1",298.3,308,1363,50.1,96,"0","No Failure",2002-02-17 03:00:00,1875,3,"0",10.3
"1877","L49056","x_1",298.3,308,1242,62,98,"0","No Failure",2002-02-17 04:00:00,1876,4,"0",10.3
"1878","M16737","x1",298.2,307.8,1566,33.8,100,"0","No Failure",2002-02-17 05:00:00,1877,5,"0",10.4
"1879","M16738","x1",298.1,307.7,1424,47.7,103,"0","No Failure",2002-02-17 06:00:00,1878,6,"0",10.5
"1880","M16739","x1",298.2,307.7,1608,33.8,106,"0","No Failure",2002-02-17 07:00:00,1879,7,"0",10.4
"1881","L49060","x_1",298.1,307.7,1705,108.9,109,"0","No Failure",2002-02-17 08:00:00,1880,8,"0",10.5
"1882","L49061","x_1",298,307.6,1548,45.8,111,"0","No Failure",2002-02-17 09:00:00,1881,9,"0",10.6
"1883","M16742","x1",298,307.6,1581,43.4,113,"0","No Failure",2002-02-17 10:00:00,1882,10,"0",10.6
"1884","M16743","x1",298,307.6,1472,46.7,116,"0","No Failure",2002-02-17 11:00:00,1883,11,"0",10.6
"1885","M16744","x1",298,307.6,1792,26,119,"0","No Failure",2002-02-17 12:00:00,1884,12,"0",10.6
"1886","L49065","x_1",298,307.6,1683,32.8,122,"0","No Failure",2002-02-17 13:00:00,1885,13,"0",10.6
"1887","L49066","x_1",297.9,307.6,1503,40.7,124,"0","No Failure",2002-02-17 14:00:00,1886,14,"0",10.7
"1888","M16747","x1",297.9,307.5,1642,32.4,126,"0","No Failure",2002-02-17 15:00:00,1887,15,"0",10.7
"1889","M16748","x1",297.8,307.4,1902,24.3,129,"0","No Failure",2002-02-17 16:00:00,1888,16,"0",10.8
"1890","H31303","X1",297.7,307.4,1432,40.2,132,"0","No Failure",2002-02-17 17:00:00,1889,17,"0",10.9
"1891","L49070","x_1",297.8,307.4,1512,40.8,137,"0","No Failure",2002-02-17 18:00:00,1890,18,"0",10.8
"1892","L49071","x_1",297.7,307.4,1764,29,139,"0","No Failure",2002-02-17 19:00:00,1891,19,"0",10.9
"1893","M16752","x1",297.8,307.4,1438,123.4,141,"0","No Failure",2002-02-17 20:00:00,1892,20,"0",10.8
"1894","L49073","x_1",297.8,307.5,1631,29.9,144,"0","No Failure",2002-02-17 21:00:00,1893,21,"0",10.8
"1895","H31308","X1",297.9,307.5,1880,23.3,146,"0","No Failure",2002-02-17 22:00:00,1894,22,"0",10.7
"1896","L49075","x_1",297.9,307.6,1344,213.9,151,"0","No Failure",2002-02-17 23:00:00,1895,23,"0",10.7
"1897","L49076","x_1",297.9,307.5,1574,35.8,153,"0","No Failure",2002-02-18,1896,0,"0",10.7
"1898","L49077","x_1",297.8,307.4,1418,41.2,155,"0","No Failure",2002-02-18 01:00:00,1897,1,"0",10.8
"1899","L49078","x_1",297.8,307.5,1372,54.1,157,"0","No Failure",2002-02-18 02:00:00,1898,2,"0",10.8
"1900","L49079","x_1",297.8,307.5,1388,40,159,"0","Error",2002-02-18 03:00:00,1899,3,"1",10.8
"1901","H31314","X1",281.9,307.6,1493,36,161,"0","No Failure",2002-02-18 04:00:00,1900,4,"0",26.7
"1902","M16761","x1",297.9,307.6,1505,40.1,166,"0","No Failure",2002-02-18 05:00:00,1901,5,"0",10.7
"1903","L49082","x_1",298,307.6,1694,29.1,169,"0","No Failure",2002-02-18 06:00:00,1902,6,"0",10.6
"1904","L49083","x_1",297.9,307.6,1968,20.4,171,"0","No Failure",2002-02-18 07:00:00,1903,7,"0",10.7
"1905","M16764","x1",298,307.6,1569,35.6,173,"0","No Failure",2002-02-18 08:00:00,1904,8,"0",10.6
"1906","L49085","x_1",297.9,307.6,1687,29.1,176,"0","No Failure",2002-02-18 09:00:00,1905,9,"0",10.7
"1907","L49086","x_1",297.9,307.6,1430,52.4,178,"0","No Failure",2002-02-18 10:00:00,1906,10,"0",10.7
"1908","L49087","x_1",297.9,307.6,1504,42.4,180,"0","No Failure",2002-02-18 11:00:00,1907,11,"0",10.7
"1909","L49088","x_1",297.9,307.6,1977,20.2,182,"0","No Failure",2002-02-18 12:00:00,1908,12,"0",10.7
"1910","L49089","x_1",282,307.7,1435,45.6,184,"0","No Failure",2002-02-18 13:00:00,1909,13,"0",26.6
"1911","H31324","X1",298,307.7,1547,36.8,186,"0","No Failure",2002-02-18 14:00:00,1910,14,"0",10.6
"1912","M16771","x1",298.1,307.8,1316,57.2,191,"0","No Failure",2002-02-18 15:00:00,1911,15,"0",10.5
"1913","M16772","x1",298,307.7,1621,34.9,194,"0","No Failure",2002-02-18 16:00:00,1912,16,"0",10.6
"1914","M16773","x1",298,307.8,1492,40.2,197,"0","No Failure",2002-02-18 17:00:00,1913,17,"0",10.6
"1915","L49094","x_1",282,307.7,1643,32.3,200,"0","No Failure",2002-02-18 18:00:00,1914,18,"0",26.6
"1916","L49095","x_1",298,307.7,1492,38.7,202,"0","No Failure",2002-02-18 19:00:00,1915,19,"0",10.6
"1917","L49096","x_1",298,307.7,1387,50.8,204,"0","No Failure",2002-02-18 20:00:00,1916,20,"0",10.6
"1918","M16777","x1",298.1,307.9,1463,47.3,206,"0","No Failure",2002-02-18 21:00:00,1917,21,"0",10.5
"1919","M16778","x1",298.1,307.9,1496,40,0,"0","No Failure",2002-02-18 22:00:00,1918,22,"0",10.5
"1920","L49099","x_1",298.2,308,1658,30,3,"0","No Failure",2002-02-18 23:00:00,1919,23,"0",10.4
"1921","L49100","x_1",298.1,307.9,2161,17.5,5,"0","No Failure",2002-02-19,1920,0,"0",10.5
"1922","L49101","x_1",298.1,307.9,1665,32,7,"0","No Failure",2002-02-19 01:00:00,1921,1,"0",10.5
"1923","L49102","x_1",298,307.8,1716,106.4,9,"0","No Failure",2002-02-19 02:00:00,1922,2,"0",10.6
"1924","L49103","x_1",298,307.7,1529,34.1,11,"0","No Failure",2002-02-19 03:00:00,1923,3,"0",10.6
"1925","L49104","x_1",297.9,307.7,1353,50.7,13,"0","No Failure",2002-02-19 04:00:00,1924,4,"0",10.7
"1926","L49105","x_1",297.9,307.7,1537,37.7,15,"0","No Failure",2002-02-19 05:00:00,1925,5,"0",10.7
"1927","L49106","x_1",298,307.7,1606,30.8,17,"0","No Failure",2002-02-19 06:00:00,1926,6,"0",10.6
"1928","H31341","X1",298,307.8,1314,47.8,19,"0","No Failure",2002-02-19 07:00:00,1927,7,"0",10.6
"1929","L49108","X2",298,307.8,1623,29.9,24,"0","No Failure",2012-02-19 08:00:00,1928,8,"0",10.6
"1930","M16789","x1",298,307.8,1483,50.9,26,"0","No Failure",2002-02-19 09:00:00,1929,9,"0",10.6
"1931","M16790","x1",298.1,307.9,1569,37,29,"0","No Failure",2002-02-19 10:00:00,1930,10,"0",10.5
"1932","M16791","x1",282.2,308,1969,21.7,32,"0","No Failure",2002-02-19 11:00:00,1931,11,"0",26.4
"1933","M16792","x1",298.1,308,1686,29.3,35,"0","No Failure",2002-02-19 12:00:00,1932,12,"0",10.5
"1934","L49113","x_1",298.1,308,1638,35.1,38,"0","No Failure",2002-02-19 13:00:00,1933,13,"0",10.5
"1935","L49114","x_1",298.1,307.9,1698,33.3,40,"0","No Failure",2002-02-19 14:00:00,1934,14,"0",10.5
"1936","M16795","x1",282.1,307.9,1377,55.1,42,"0","No Failure",2002-02-19 15:00:00,1935,15,"0",26.5
"1937","M16796","x1",298.1,308,2129,18.4,45,"0","No Failure",2002-02-19 16:00:00,1936,16,"0",10.5
"1938","L49117","x_1",298.2,308,1411,42.4,48,"0","No Failure",2002-02-19 17:00:00,1937,17,"0",10.4
"1939","L49118","x_1",298.1,307.9,1517,40.8,50,"0","No Failure",2002-02-19 18:00:00,1938,18,"0",10.5
"1940","M16799","x1",298.1,307.9,1303,53.9,52,"0","No Failure",2002-02-19 19:00:00,1939,19,"0",10.5
"1941","L49120","x_1",298.1,307.9,1578,35.6,55,"0","No Failure",2002-02-19 20:00:00,1940,20,"0",10.5
"1942","L49121","x_1",298.1,307.9,1425,58.2,57,"0","No Failure",2002-02-19 21:00:00,1941,21,"0",10.5
"1943","L49122","x_1",298.1,308,1456,42.4,59,"0","No Failure",2002-02-19 22:00:00,1942,22,"0",10.5
"1944","L49123","x_1",298.1,308,1704,30.9,61,"0","No Failure",2002-02-19 23:00:00,1943,23,"0",10.5
"1945","L49124","x_1",298.1,308.1,1791,27.3,63,"0","No Failure",2002-02-20,1944,0,"0",10.5
"1946","L49125","x_1",298.1,308.1,1616,32.8,65,"0","No Failure",2002-02-20 01:00:00,1945,1,"0",10.5
"1947","L49126","x_1",298.2,308.1,1622,34.9,67,"0","No Failure",2002-02-20 02:00:00,1946,2,"0",10.4
"1948","L49127","x_1",282.2,308.1,1462,49.9,69,"0","No Failure",2002-02-20 03:00:00,1947,3,"0",26.4
"1949","L49128","x_1",298.1,308.1,1410,45.8,71,"0","No Failure",2002-02-20 04:00:00,1948,4,"0",10.5
"1950","M16809","x1",298.1,308,1543,41.9,73,"0","No Failure",2002-02-20 05:00:00,1949,5,"0",10.5
"1951","M16810","x1",298,307.9,1479,47.6,76,"0","No Failure",2002-02-20 06:00:00,1950,6,"0",10.6
"1952","L49131","x_1",298,307.8,1839,102.5,79,"0","No Failure",2002-02-20 07:00:00,1951,7,"0",10.6
"1953","L49132","x_1",298,307.8,1266,60.5,81,"0","No Failure",2002-02-20 08:00:00,1952,8,"0",10.6
"1954","L49133","x_1",297.9,307.7,1593,34.9,83,"0","No Failure",2002-02-20 09:00:00,1953,9,"0",10.7
"1955","L49134","x_1",297.9,307.8,1459,46.9,85,"0","No Failure",2002-02-20 10:00:00,1954,10,"0",10.7
"1956","L49135","x_1",297.9,307.7,1308,55.2,87,"0","No Failure",2002-02-20 11:00:00,1955,11,"0",10.7
"1957","M16816","x1",297.9,307.7,1364,46.8,89,"0","No Failure",2002-02-20 12:00:00,1956,12,"0",10.7
"1958","H31371","X1",297.9,307.7,1618,35.9,92,"0","No Failure",2002-02-20 13:00:00,1957,13,"0",10.7
"1959","H31372","X1",297.9,307.7,1464,43.2,97,"0","No Failure",2002-02-20 14:00:00,1958,14,"0",10.7
"1960","M16819","x1",297.8,307.6,1352,49.4,102,"0","No Failure",2002-02-20 15:00:00,1959,15,"0",10.8
"1961","L49140","x_1",297.8,307.6,1446,51.4,105,"0","No Failure",2002-02-20 16:00:00,1960,16,"0",10.8
"1962","L49141","x_1",297.8,307.5,1448,51.2,107,"0","No Failure",2002-02-20 17:00:00,1961,17,"0",10.8
"1963","L49142","x_1",297.8,307.5,1391,48.6,109,"0","No Failure",2002-02-20 18:00:00,1962,18,"0",10.8
"1964","L49143","x_1",281.7,307.5,1379,43.3,111,"0","No Failure",2002-02-20 19:00:00,1963,19,"0",26.9
"1965","M16824","x1",297.8,307.5,1405,46.9,113,"0","No Failure",2002-02-20 20:00:00,1964,20,"0",10.8
"1966","L49145","x_1",297.8,307.5,1581,33.1,116,"0","No Failure",2002-02-20 21:00:00,1965,21,"0",10.8
"1967","L49146","x_1",281.9,307.6,1515,40.5,118,"0","No Failure",2002-02-20 22:00:00,1966,22,"0",26.7
"1968","L49147","x_1",297.9,307.6,1589,37.8,120,"0","No Failure",2002-02-20 23:00:00,1967,23,"0",10.7
"1969","L49148","x_1",298,307.6,1281,50.8,122,"0","No Failure",2002-02-21,1968,0,"0",10.6
"1970","H31383","X1",297.8,307.5,1631,31.3,124,"0","No Failure",2002-02-21 01:00:00,1969,1,"0",10.8
"1971","M16830","x1",281.9,307.6,1202,67,129,"0","No Failure",2002-02-21 02:00:00,1970,2,"0",26.7
"1972","L49151","x_1",297.9,307.6,1298,52.7,132,"0","No Failure",2002-02-21 03:00:00,1971,3,"0",10.7
"1973","L49152","x_1",281.9,307.6,1612,30.7,134,"0","No Failure",2002-02-21 04:00:00,1972,4,"0",26.7
"1974","L49153","x_1",297.9,307.6,1747,25.3,136,"0","No Failure",2002-02-21 05:00:00,1973,5,"0",10.7
"1975","L49154","x_1",298,307.6,1450,48.7,138,"0","No Failure",2002-02-21 06:00:00,1974,6,"0",10.6
"1976","L49155","x_1",298,307.7,1422,45.6,140,"0","No Failure",2002-02-21 07:00:00,1975,7,"0",10.6
"1977","M16836","x1",298.1,307.7,1419,47.4,142,"0","No Failure",2002-02-21 08:00:00,1976,8,"0",10.5
"1978","M16837","x1",298.1,307.7,1633,30.7,145,"0","No Failure",2002-02-21 09:00:00,1977,9,"0",10.5
"1979","L49158","x_1",298,307.7,1442,123.4,148,"0","No Failure",2002-02-21 10:00:00,1978,10,"0",10.6
"1980","H31393","X1",298,307.6,1420,45.8,150,"0","No Failure",2002-02-21 11:00:00,1979,11,"0",10.6
"1981","M16840","x1",298,307.6,1301,58.5,155,"0","No Failure",2002-02-21 12:00:00,1980,12,"0",10.6
"1982","L49161","x_1",298,307.6,1385,45,158,"0","No Failure",2002-02-21 13:00:00,1981,13,"0",10.6
"1983","M16842","x1",298,307.7,1487,121.1,160,"0","No Failure",2002-02-21 14:00:00,1982,14,"0",10.6
"1984","M16843","x1",298,307.6,1459,44.4,163,"0","No Failure",2002-02-21 15:00:00,1983,15,"0",10.6
"1985","M16844","x1",298,307.5,1387,45.5,166,"0","No Failure",2002-02-21 16:00:00,1984,16,"0",10.6
"1986","L49165","x_1",298.1,307.7,1537,40.8,169,"0","No Failure",2002-02-21 17:00:00,1985,17,"0",10.5
"1987","L49166","x_1",298.1,307.6,1498,42.9,171,"0","No Failure",2002-02-21 18:00:00,1986,18,"0",10.5
"1988","M16847","x1",298.2,307.8,1599,31.2,173,"0","No Failure",2002-02-21 19:00:00,1987,19,"0",10.4
"1989","H31402","X1",298.3,307.9,1420,39.2,176,"0","No Failure",2002-02-21 20:00:00,1988,20,"0",10.3
"1990","L49169","x_1",298.2,307.9,1785,23.4,181,"0","No Failure",2002-02-21 21:00:00,1989,21,"0",10.4
"1991","L49170","x_1",298.2,307.8,1423,48.1,183,"0","No Failure",2002-02-21 22:00:00,1990,22,"0",10.4
"1992","M16851","x1",298.2,307.8,1583,36.6,185,"0","No Failure",2002-02-21 23:00:00,1991,23,"0",10.4
"1993","L49172","x_1",298.2,307.8,1375,46.6,188,"0","No Failure",2002-02-22,1992,0,"0",10.4
"1994","M16853","x1",298.3,308,1463,42.5,190,"0","No Failure",2002-02-22 01:00:00,1993,1,"0",10.3
"1995","M16854","x1",298.2,307.9,1403,45.1,193,"0","No Failure",2002-02-22 02:00:00,1994,2,"0",10.4
"1996","L49175","x_1",298.3,308,1451,47.1,196,"0","No Failure",2002-02-22 03:00:00,1995,3,"0",10.3
"1997","M16856","x1",298.4,308,1416,38.2,198,"1","Tool Wear Failure",2002-02-22 04:00:00,1996,4,"1",10.2
"1998","L49177","x_1",282.3,308.1,1672,41.3,0,"0","No Failure",2002-02-22 05:00:00,1997,5,"0",26.3
"1999","H31412","X1",298.3,308,1637,30.8,2,"0","No Failure",2002-02-22 06:00:00,1998,6,"0",10.3
"2000","L49179","x_1",298.4,308,1540,37.8,7,"0","No Failure",2002-02-22 07:00:00,1999,7,"0",10.2
"2001","L49180","x_1",298.4,308.1,1279,53.1,9,"0","No Failure",2002-02-22 08:00:00,2000,8,"0",10.2
"2002","L49181","X2",298.4,308.2,1604,34.9,11,"0","No Failure",2012-02-22 09:00:00,2001,9,"0",10.2
"2003","L49182","x_1",298.5,308.2,1654,27.1,13,"0","No Failure",2002-02-22 10:00:00,2002,10,"0",10.1
"2004","M16863","x1",298.5,308.2,1564,37.5,15,"0","No Failure",2002-02-22 11:00:00,2003,11,"0",10.1
"2005","L49184","x_1",298.5,308.2,1451,47.5,18,"0","No Failure",2002-02-22 12:00:00,2004,12,"0",10.1
"2006","L49185","x_1",298.5,308.3,1504,117.8,20,"0","No Failure",2002-02-22 13:00:00,2005,13,"0",10.1
"2007","M16866","x1",298.5,308.3,1381,130.3,22,"0","No Failure",2002-02-22 14:00:00,2006,14,"0",10.1
"2008","L49187","x_1",298.6,308.4,1562,34.4,25,"0","No Failure",2002-02-22 15:00:00,2007,15,"0",10
"2009","L49188","x_1",298.5,308.3,1811,24.7,27,"0","No Failure",2002-02-22 16:00:00,2008,16,"0",10.1
"2010","M16869","x1",298.6,308.3,1717,28.7,29,"0","No Failure",2002-02-22 17:00:00,2009,17,"0",10
"2011","L49190","X2",298.6,308.3,1278,60.5,32,"0","No Failure",2012-02-22 18:00:00,2010,18,"0",10
"2012","L49191","x_1",298.7,308.5,1616,30.2,34,"0","No Failure",2002-02-22 19:00:00,2011,19,"0",9.90000000000003
"2013","L49192","x_1",298.6,308.4,1397,46.4,36,"0","No Failure",2002-02-22 20:00:00,2012,20,"0",10
"2014","L49193","x_1",298.6,308.4,1485,42.9,38,"0","No Failure",2002-02-22 21:00:00,2013,21,"0",10
"2015","L49194","x_1",298.6,308.4,1310,139.5,40,"0","No Failure",2002-02-22 22:00:00,2014,22,"0",10
"2016","L49195","x_1",298.5,308.2,1301,66.3,42,"1","Power Failure",2002-02-22 23:00:00,2015,23,"1",10.1
"2017","L49196","x_1",298.5,308.3,1458,44,44,"0","No Failure",2002-02-23,2016,0,"0",10.1
"2018","L49197","x_1",298.7,308.5,1483,42.5,46,"0","No Failure",2002-02-23 01:00:00,2017,1,"0",9.90000000000003
"2019","L49198","x_1",298.7,308.5,1375,126.2,48,"0","No Failure",2002-02-23 02:00:00,2018,2,"0",9.90000000000003
"2020","M16879","x1",298.7,308.5,1660,27,50,"0","No Failure",2002-02-23 03:00:00,2019,3,"0",9.90000000000003
"2021","H31434","X1",282.7,308.4,1560,33.3,53,"0","No Failure",2002-02-23 04:00:00,2020,4,"0",25.9
"2022","L49201","x_1",298.7,308.5,1480,42.2,58,"0","No Failure",2002-02-23 05:00:00,2021,5,"0",9.90000000000003
"2023","L49202","x_1",298.7,308.4,1373,46.9,60,"0","No Failure",2002-02-23 06:00:00,2022,6,"0",9.90000000000003
"2024","L49203","x_1",298.7,308.5,1444,54.2,62,"0","No Failure",2002-02-23 07:00:00,2023,7,"0",9.90000000000003
"2025","M16884","x1",298.7,308.6,NA,24.7,64,"0","Error",2002-02-23 08:00:00,2024,8,"1",9.90000000000003
"2026","L49205","x_1",298.7,308.5,1469,39.9,67,"0","No Failure",2002-02-23 09:00:00,2025,9,"0",9.90000000000003
"2027","M16886","x1",298.7,308.5,1360,52.9,69,"0","No Failure",2002-02-23 10:00:00,2026,10,"0",9.90000000000003
"2028","L49207","x_1",298.7,308.4,1750,105.6,72,"0","No Failure",2002-02-23 11:00:00,2027,11,"0",9.90000000000003
"2029","M16888","x1",298.7,308.3,1349,46.6,74,"0","No Failure",2002-02-23 12:00:00,2028,12,"0",9.90000000000003
"2030","L49209","x_1",298.7,308.5,1668,35.2,77,"0","No Failure",2002-02-23 13:00:00,2029,13,"0",9.90000000000003
"2031","L49210","x_1",298.9,308.6,1400,49.5,79,"0","No Failure",2002-02-23 14:00:00,2030,14,"0",9.70000000000005
"2032","L49211","x_1",298.8,308.6,1331,62.8,81,"0","No Failure",2002-02-23 15:00:00,2031,15,"0",9.80000000000001
"2033","L49212","x_1",298.8,308.5,1444,42.2,83,"0","No Failure",2002-02-23 16:00:00,2032,16,"0",9.80000000000001
